address,area,city,company,date,salary_max,salary_min,salery,title,province
深圳-龙华新区,龙华新区,深圳,老百姓大药房连锁股份有限公司,04-30,15000.0,10000.0,1-1.5万/月,PHP开发工程师,广东
福州,NA,福州,龙采科技集团,04-30,8000.0,6000.0,6-8千/月,PHP开发工程师,福建
广州,NA,广州,广州常盈网络股份有限公司,04-30,15000.0,12000.0,1.2-1.5万/月,PHP工程师（高级）,广东
深圳-龙华新区,龙华新区,深圳,深圳得程信息技术有限公司,04-30,15000.0,10000.0,1-1.5万/月,PHP开发工程师,广东
深圳-南山区,南山区,深圳,深圳得程信息技术有限公司,04-30,15000.0,10000.0,1-1.5万/月,PHP开发工程师,广东
深圳-福田区,福田区,深圳,深圳市易拓广告传媒有限公司,04-30,10000.0,6000.0,0.6-1万/月,PHP开发工程师,广东
广州-天河区,天河区,广州,广州星锐网络科技有限公司,04-29,15000.0,10000.0,1-1.5万/月,PHP高级开发工程师（五险一金，急聘）,广东
广州-天河区,天河区,广州,广州夸父软件科技有限公司,04-28,8000.0,4000.0,4-8千/月,PHP开发工程师,广东
广州-天河区,天河区,广州,广州夸父软件科技有限公司,04-28,14000.0,8000.0,0.8-1.4万/月,PHP开发工程师,广东
深圳-南山区,南山区,深圳,深圳魔幻盒子科技有限公司,04-27,5000.0,3000.0,3-5千/月,PHP实习生,广东
深圳-南山区,南山区,深圳,深圳魔幻盒子科技有限公司,04-27,12000.0,8000.0,0.8-1.2万/月,PHP开发工程师,广东
深圳-南山区,南山区,深圳,深圳魔幻盒子科技有限公司,04-27,23000.0,10000.0,1-2.3万/月,PHP高级开发工程师,广东
厦门,NA,厦门,厦门五颗星信息科技有限公司,04-27,6000.0,4000.0,4-6千/月,php开发专员（无经验可从助理做起）,福建
厦门,NA,厦门,厦门五颗星信息科技有限公司,04-27,4500.0,3000.0,3-4.5千/月,PHP助理+五险一金 双休,福建
上海-长宁区,长宁区,上海,苏州乐贝网络科技有限公司上海分公...,04-27,35000.0,20000.0,2-3.5万/月,ERP主管（PHP）,上海
济南-历下区,历下区,济南,山东迈拉克数字科技有限公司,04-26,10000.0,5000.0,0.5-1万/月,PHP开发工程师,山东
成都-金牛区,金牛区,成都,成都店店店电子商务有限公司,04-26,10000.0,5000.0,0.5-1万/月,PHP开发工程师,四川
西安-雁塔区,雁塔区,西安,西安润宝环硕网络科技有限公司,04-25,15000.0,10000.0,1-1.5万/月,PHP高级开发工程师,陕西
济南-高新区,高新区,济南,济南链创信息科技有限公司,04-25,12000.0,7000.0,0.7-1.2万/月,PHP开发工程师,山东
东莞-南城区,南城区,东莞,东莞市鼎点网络科技有限公司,04-24,10000.0,5000.0,0.5-1万/月,PHP程序员,广东
东莞-南城区,南城区,东莞,东莞市鼎点网络科技有限公司,04-24,16000.0,12000.0,1.2-1.6万/月,PHP工程师,广东
深圳-南山区,南山区,深圳,青牛智胜（深圳）科技有限公司,04-22,25000.0,20000.0,2-2.5万/月,PHP开发主管,广东
青岛,NA,青岛,广州携旅信息科技有限公司,04-22,22000.0,12000.0,1.2-2.2万/月,PHP高级开发工程师,山东
西安-莲湖区,莲湖区,西安,西安红桃方片网络科技有限公司,04-21,30000.0,15000.0,1.5-3万/月,PHP高级开发工程师,陕西
广州-番禺区,番禺区,广州,广州群友信息科技有限公司,04-20,13000.0,9000.0,0.9-1.3万/月,PHP工程师,广东
深圳-南山区,南山区,深圳,深圳魔幻盒子科技有限公司,04-20,26000.0,15000.0,1.5-2.6万/月,PHP开发主管,广东
杭州,NA,杭州,浙江雷恩信息科技有限公司,04-19,20000.0,15000.0,1.5-2万/月,002php高级开发工程师,浙江
济南,NA,济南,中国教育在线,06-18,12000.0,8000.0,0.8-1.2万/月,PHP开发工程师,山东
广州-天河区,天河区,广州,广州赫墨拉信息科技有限公司,06-18,10000.0,5000.0,0.5-1万/月,PHP开发工程师,广东
武汉-洪山区,洪山区,武汉,北京好食好吃进出口有限公司,06-18,15000.0,7000.0,0.7-1.5万/月,PHP开发工程师,湖北
广州-番禺区,番禺区,广州,广州市在舟环保科技有限公司,06-18,12000.0,8000.0,0.8-1.2万/月,php开发工程师,广东
上海-浦东新区,浦东新区,上海,上海一实网络科技有限公司,06-18,15000.0,8000.0,0.8-1.5万/月,PHP开发工程师,上海
成都-青羊区,青羊区,成都,方纳企业管理咨询（广州）有限公司...,06-18,8000.0,4500.0,4.5-8千/月,php开发工程师（双休+奖金）,四川
广州-天河区,天河区,广州,香港韩智炫国际集团,06-18,10000.0,5000.0,0.5-1万/月,PHP开发工程师,广东
广州-天河区,天河区,广州,广州简知信息科技有限公司,06-18,25000.0,18000.0,1.8-2.5万/月,PHP高级开发工程师,广东
南京-秦淮区,秦淮区,南京,南京宝姐科技有限公司,06-18,15000.0,10000.0,1-1.5万/月,PHP开发工程师,江苏
