title,company,address,salery,date,salary_min,salary_max,provence,city,area
数据开发工程师,乐友国际商业集团有限公司,北京,1.5-2万/月,04-30,15000.0,20000.0,北京市,北京,
软件工程师,广州益创智能科技有限公司,广州,0.8-1万/月,04-30,8000.0,10000.0,广东省,广州,
智能化建站AI研究员,济南团谱信息技术有限公司,济南,0.8-1.5万/月,04-30,8000.0,15000.0,山东省,济南,
RPA工程师,大连爱丽思生活用品有限公司,大连,0.8-1万/月,04-30,8000.0,10000.0,辽宁省,大连,
(高级)实施工程师,上海基诺联生物科技有限公司,上海-杨浦区,1.2-1.5万/月,04-30,12000.0,15000.0,上海市,上海,杨浦区
程序员,善觅（无锡）生物科技有限公司,无锡-无锡新区,0.8-1万/月,04-30,8000.0,10000.0,江苏省,无锡,无锡新区
仿真工程师,深圳市普渡科技有限公司,深圳-南山区,1.5-3.5万/月,04-30,15000.0,35000.0,广东省,深圳,南山区
产品应用工程师,上海新时达电气股份有限公司,上海,1-2万/月,04-30,10000.0,20000.0,上海市,上海,
AI算法工程师,江西艾普若科技有限责任公司深圳分...,深圳,2-4万/月,04-30,20000.0,40000.0,广东省,深圳,
系统运维工程师,陕西星点网络科技有限公司,西安-雁塔区,4.5-6千/月,04-30,4500.0,6000.0,陕西省,西安,雁塔区
双足步态算法工程师,乐聚（深圳）机器人技术有限公司,深圳-南山区,1.2-2.2万/月,04-30,12000.0,22000.0,广东省,深圳,南山区
JAVA软件开发工程师(高级）,上海阜坤信息科技有限公司,成都-武侯区,1.2-2万/月,04-30,12000.0,20000.0,四川省,成都,武侯区
K12学科/编程教育课程开发设计师,西安飞蝶虚拟现实科技有限公司,西安-高新技术...,4-8千/月,04-30,4000.0,8000.0,陕西省,西安,高新技术...
大数据开发工程师,武汉菲奥达物联科技有限公司,武汉-洪山区,1.5-2万/月,04-30,15000.0,20000.0,湖北省,武汉,洪山区
Linux运维工程师,宁波海大物联科技有限公司,宁波,1-1.5万/月,04-30,10000.0,15000.0,浙江省,宁波,
技术总监,深圳拓豹科技有限公司,深圳-南山区,3-5万/月,04-30,30000.0,50000.0,广东省,深圳,南山区
金融风控分析经理,上海信而富企业管理有限公司,上海-长宁区,1.2-2万/月,04-30,12000.0,20000.0,上海市,上海,长宁区
技术主管,上海杰通信息技术有限公司,上海,2-3万/月,04-30,20000.0,30000.0,上海市,上海,
Golang服务器端开发,上海科之锐人才咨询有限公司,上海-浦东新区,1-1.5万/月,04-30,10000.0,15000.0,上海市,上海,浦东新区
