address,area,city,company,date,salary_max,salary_min,salery,title,province
深圳-南山区,南山区,深圳,深圳市火花幻境互动娱乐有限公司,06-18,50000.0,25000.0,2.5-5万/月,python开发主程,广东
深圳,NA,深圳,深圳市网安计算机安全检测技术有限...,06-18,15000.0,10000.0,1-1.5万/月,Python开发工程师,广东
上海-杨浦区,杨浦区,上海,上海全卫物业管理有限公司,06-18,15000.0,10000.0,1-1.5万/月,python开发工程师,上海
杭州-余杭区,余杭区,杭州,江苏茂丰人力资源管理有限公司,06-18,15000.0,10000.0,1-1.5万/月,Python开发工程师,浙江
大连,NA,大连,大连亚丁科技有限公司,06-18,4500.0,3000.0,3-4.5千/月,急聘python开发助理,辽宁
武汉-洪山区,洪山区,武汉,汉谷云智（武汉）科技有限公司,06-18,15000.0,7000.0,0.7-1.5万/月,软件开发主管（python）,湖北
成都-双流区,双流区,成都,杭州深绘智能科技有限公司,06-18,15000.0,10000.0,1-1.5万/月,Python开发工程师,四川
武汉-洪山区,洪山区,武汉,“前程无忧”51job.com（光谷）,06-18,8333.0,6666.0,8-10万/年,python开发工程师,湖北
深圳,NA,深圳,晤桥亚洲资产管理咨询与软件有限公...,06-18,12000.0,7000.0,0.7-1.2万/月,Python数据分析师,广东
杭州-西湖区,西湖区,杭州,杭州泉溪视维软件有限公司,06-18,4500.0,3000.0,3-4.5千/月,直聘python开发,浙江
北京-海淀区,海淀区,北京,北京棣南新宇科技有限公司,06-18,20000.0,15000.0,1.5-2万/月,Python高级开发工程师,北京
杭州,NA,杭州,北京联创智融信息技术有限公司,06-18,15000.0,10000.0,1-1.5万/月,python中级开发工程师（银行前置方向）,浙江
上海-闵行区,闵行区,上海,中亘兰谷安全科技（上海）有限公司...,06-18,20000.0,12000.0,1.2-2万/月,Python开发工程师,上海
上海,NA,上海,上海蜜度信息技术有限公司,06-18,20000.0,15000.0,1.5-2万/月,python高级爬虫工程师,上海
北京-朝阳区,朝阳区,北京,上海天玑科技股份有限公司,06-18,15000.0,8000.0,0.8-1.5万/月,Python开发工程师,北京
福州-晋安区,晋安区,福州,福建中企移动技术有限公司,06-18,10000.0,4000.0,0.4-1万/月,python研发工程师,福建
上海-浦东新区,浦东新区,上海,万宝盛华企业管理咨询（上海）有限...,06-18,15000.0,10000.0,12-18万/年,上市医药公司 Python开发工程师,上海
重庆-渝北区,渝北区,重庆,重庆维普资讯有限公司,06-18,12000.0,6000.0,0.6-1.2万/月,中级软件工程师(Python),重庆
西安-高新技术...,高新技术...,西安,西安易光年电子商务有限公司,06-18,15000.0,8000.0,0.8-1.5万/月,Python,陕西
昆明-官渡区,官渡区,昆明,云南远信科技有限公司,06-18,8000.0,4000.0,4-8千/月,YX00-Python开发工程师,云南
石家庄,NA,石家庄,河北华糖云商营销传播股份有限公司...,06-18,10000.0,6000.0,0.6-1万/月,python爬虫工程师（五险一金）,河北
深圳-龙岗区,龙岗区,深圳,深圳市三锐联合科技有限公司,06-18,20000.0,8000.0,0.8-2万/月,Python开发工程师,广东
深圳-龙华新区,龙华新区,深圳,长沙市校管家教育科技有限公司,06-18,29000.0,18000.0,1.8-2.9万/月,Python高级开发工程师,广东
沈阳-浑南区,浑南区,沈阳,沈阳多码斯信息技术有限公司,06-18,8000.0,4500.0,4.5-8千/月,python开发工程师,辽宁
青岛,NA,青岛,青岛迈科思软件有限责任公司,06-18,6000.0,4500.0,4.5-6千/月,java人工智能（python)开发签约实习生,山东
苏州-工业园区,工业园区,苏州,苏州锐讯生物科技有限公司,06-18,20000.0,10000.0,1-2万/月,高级Python软件工程师,江苏
上海-徐汇区,徐汇区,上海,上海牵翼网络科技有限公司,06-18,8000.0,7000.0,7-8千/月,Python开发工程师,上海
大连,NA,大连,亿达信息技术有限公司,06-18,12000.0,6000.0,0.6-1.2万/月,Python开发工程师,辽宁
杭州-西湖区,西湖区,杭州,杭州明玛网络科技有限公司,06-18,4500.0,3000.0,3-4.5千/月,Python开发实习生,浙江
宁波,NA,宁波,浙江房洽洽网络科技有限公司,06-18,15000.0,8000.0,0.8-1.5万/月,PHP高级程序员(python程序员）,浙江
深圳-龙华新区,龙华新区,深圳,深圳众芳信息有限公司,06-18,15000.0,8000.0,0.8-1.5万/月,Python开发工程师,广东
广州-天河区,天河区,广州,广东中思拓大数据研究院有限公司,06-18,16666.0,12500.0,15-20万/年,Python工程师,广东
深圳-南山区,南山区,深圳,宏兆集团,06-18,15000.0,8000.0,0.8-1.5万/月,Python开发工程师,广东
南京,NA,南京,福建新大陆软件工程有限公司,06-18,12000.0,6000.0,0.6-1.2万/月,软件开发中级工程师（Python）,江苏
银川,NA,银川,宁夏博强智能科技有限公司,06-18,10000.0,8000.0,0.8-1万/月,Python高级开发工程师,宁夏
成都-青羊区,青羊区,成都,深圳市风云实业有限公司,06-18,15000.0,8000.0,0.8-1.5万/月,Python开发工程师,四川
宁波-鄞州区,鄞州区,宁波,浙江一舟电子科技股份有限公司,06-18,12500.0,8333.0,10-15万/年,Python开发工程师,浙江
海口,NA,海口,东营米文网络科技有限公司,06-18,15000.0,8000.0,0.8-1.5万/月,python大数据分析工程师,海南
武汉-洪山区,洪山区,武汉,武汉赛维尔生物科技有限公司,06-18,15000.0,10000.0,1-1.5万/月,python大数据工程师,湖北
杭州,NA,杭州,浙江迈睿机器人有限公司,06-18,15000.0,10000.0,1-1.5万/月,Python开发工程师,浙江
广州,NA,广州,海南君莱药业有限公司,06-19,18000.0,12000.0,1.2-1.8万/月,Python高级工程师/工程师,广东
中山,NA,中山,深圳君拓科技有限公司,06-18,25000.0,15000.0,1.5-2.5万/月,Python开发工程师,广东
珠海-斗门区,斗门区,珠海,珠海市精实测控技术有限公司,06-18,12000.0,8000.0,0.8-1.2万/月,Python工程师,广东
长沙-岳麓区,岳麓区,长沙,湖南星汉数智科技有限公司,06-18,8000.0,6000.0,6-8千/月,爬虫运维工程师,湖南
上海-长宁区,长宁区,上海,上海走起网络科技有限公司,06-18,15000.0,10000.0,1-1.5万/月,大数据开发工程师,上海
广州-天河区,天河区,广州,广州市讯飞樽鸿信息技术有限公司,06-18,10000.0,8000.0,0.8-1万/月,大数据开发工程师,广东
深圳-福田区,福田区,深圳,世贸通科技电子商务（深圳）有限公...,06-18,20000.0,15000.0,1.5-2万/月,大数据开发工程师,广东
无锡-滨湖区,滨湖区,无锡,尚贤谷物联网科技发展有限公司,06-18,15000.0,8000.0,0.8-1.5万/月,大数据分析师,江苏
南京-鼓楼区,鼓楼区,南京,南京电气科技有限公司,06-18,35000.0,15000.0,1.5-3.5万/月,大数据架构师,江苏
上海-浦东新区,浦东新区,上海,上海商涌科技有限公司,06-18,22000.0,11000.0,1.1-2.2万/月,大数据工程师,上海
北京-朝阳区,朝阳区,北京,深圳市都市交通规划设计研究院有限...,06-18,35000.0,15000.0,1.5-3.5万/月,大数据软件工程师,北京
郑州,NA,郑州,河南海融软件有限公司,06-18,25000.0,15000.0,1.5-2.5万/月,大数据架构师,河南
无锡-滨湖区,滨湖区,无锡,尚贤谷物联网科技发展有限公司,06-18,15000.0,8000.0,0.8-1.5万/月,大数据分析师,江苏
南京-鼓楼区,鼓楼区,南京,南京电气科技有限公司,06-18,35000.0,15000.0,1.5-3.5万/月,大数据架构师,江苏
上海-浦东新区,浦东新区,上海,上海商涌科技有限公司,06-18,22000.0,11000.0,1.1-2.2万/月,大数据工程师,上海
北京-朝阳区,朝阳区,北京,深圳市都市交通规划设计研究院有限...,06-18,35000.0,15000.0,1.5-3.5万/月,大数据软件工程师,北京
郑州,NA,郑州,河南海融软件有限公司,06-18,25000.0,15000.0,1.5-2.5万/月,大数据架构师,河南
深圳-龙华新区,龙华新区,深圳,深圳桑椹电子商务有限公司,06-18,15000.0,8000.0,0.8-1.5万/月,数据挖掘/爬虫工程师,广东
宁波,NA,宁波,宁波中国科学院信息技术应用研究院...,06-18,10000.0,8000.0,0.8-1万/月,大数据开发人员,浙江
广州,NA,广州,广州博纳信息技术有限公司,06-18,25000.0,15000.0,1.5-2.5万/月,大数据分析师--ZN,广东
武汉-洪山区,洪山区,武汉,湖北长佰网络科技有限公司,06-18,15000.0,8000.0,0.8-1.5万/月,爬虫开发工程师,湖北
深圳-南山区,南山区,深圳,深圳市利谱信息技术有限公司,06-18,30000.0,20000.0,2-3万/月,大数据架构师,广东
宁波,NA,宁波,宁波中国科学院信息技术应用研究院...,06-18,10000.0,8000.0,0.8-1万/月,大数据开发人员,浙江
广州,NA,广州,广州博纳信息技术有限公司,06-18,25000.0,15000.0,1.5-2.5万/月,大数据分析师--ZN,广东
武汉-洪山区,洪山区,武汉,湖北长佰网络科技有限公司,06-18,15000.0,8000.0,0.8-1.5万/月,爬虫开发工程师,湖北
深圳-南山区,南山区,深圳,深圳市利谱信息技术有限公司,06-18,30000.0,20000.0,2-3万/月,大数据架构师,广东
上海-静安区,静安区,上海,易居企业（中国）集团有限公司,06-18,30000.0,10000.0,1-3万/月,大数据分析师,上海
武汉-蔡甸区,蔡甸区,武汉,武汉火凤凰云计算服务股份有限公司...,06-18,12000.0,7000.0,0.7-1.2万/月,大数据开发工程师,湖北
重庆-沙坪坝区,沙坪坝区,重庆,本无网络科技有限公司,06-18,15000.0,10000.0,1-1.5万/月,大数据开发工程师,重庆
南京-栖霞区,栖霞区,南京,江苏达科云数据科技有限公司,06-18,18000.0,12000.0,1.2-1.8万/月,大数据数仓工程师,江苏
广州-天河区,天河区,广州,深圳市德科信息技术有限公司,06-18,9000.0,8000.0,8-9千/月,Python开发工程师(双休+六险一金),广东
成都-成华区,成华区,成都,成都部落窝科技有限公司,06-18,15000.0,10000.0,1-1.5万/月,python讲师,四川
台州-临海市,临海市,台州,临海市杜桥镇爱学习未来培训学校有...,06-18,8000.0,5000.0,5-8千/月,Python编程教师,浙江
成都-郫都区,郫都区,成都,上海易宝软件有限公司,06-18,15000.0,10000.0,1-1.5万/月,Python开发工程师,四川
上海-浦东新区,浦东新区,上海,深圳市紫川软件有限公司,06-19,15000.0,10000.0,1-1.5万/月,Python开发工程师,上海
徐州,NA,徐州,江苏国华管塔制造有限公司,06-19,12000.0,8000.0,0.8-1.2万/月,Python开发工程师,江苏
北京-海淀区,海淀区,北京,北京连盈科技有限公司,06-18,30000.0,10000.0,1-3万/月,python爬虫高级开发工程师,北京
杭州-滨江区,滨江区,杭州,鲍洱（杭州）跨境电子商务有限责任...,06-19,17000.0,12000.0,1.2-1.7万/月,Python开发工程师,浙江
东莞-南城区,南城区,东莞,广东一鸣信息科技有限公司,06-18,15000.0,8000.0,0.8-1.5万/月,Python开发工程师,广东
武汉-洪山区,洪山区,武汉,武汉楚精灵医疗科技有限公司,06-18,15000.0,10000.0,1-1.5万/月,Python开发工程师,湖北
北京,NA,北京,上海科之锐人才咨询有限公司,06-17,15000.0,10000.0,1-1.5万/月,德企招Python 全栈工程师,北京
宁波-镇海区,镇海区,宁波,宁波斯迪姆智能科技有限公司,06-17,8000.0,6000.0,6-8千/月,Python/java/C+ 机器人讲师,浙江
长沙-岳麓区,岳麓区,长沙,湖南雨人网络安全技术股份有限公司...,06-17,12000.0,8000.0,0.8-1.2万/月,Python开发工程师,湖南
广州-荔湾区,荔湾区,广州,深圳市对庄科技有限公司,06-17,15000.0,10000.0,1-1.5万/月,Python开发工程师,广东
上海-黄浦区,黄浦区,上海,上海吉贝克信息技术有限公司,06-17,18000.0,10000.0,1-1.8万/月,初级python开发工程师,上海
无锡-梁溪区,梁溪区,无锡,无锡电商之家网络科技有限公司,06-17,14000.0,8000.0,0.8-1.4万/月,Python工程师,江苏
杭州-江干区,江干区,杭州,嘉兴构美信息技术有限公司,06-17,25000.0,18000.0,1.8-2.5万/月,资深python开发工程师,浙江
深圳-福田区,福田区,深圳,金乔投资顾问（深圳）有限公司,06-17,25000.0,10000.0,1-2.5万/月,Python Web Programmer 程序员,广东
青岛-市北区,市北区,青岛,北京值得买科技股份有限公司青岛分...,06-17,15000.0,8000.0,0.8-1.5万/月,Python开发工程师,山东
上海-徐汇区,徐汇区,上海,喜科（上海）软件系统有限公司,06-17,18000.0,13000.0,1.3-1.8万/月,Python开发工程师,上海
上海-浦东新区,浦东新区,上海,上海大智慧股份有限公司,06-17,20000.0,15000.0,1.5-2万/月,Python开发工程师,上海
北京-西城区,西城区,北京,因诺（上海）资产管理有限公司,06-17,20000.0,10000.0,1-2万/月,Python开发工程师,北京
厦门,NA,厦门,厦门中控智慧信息技术有限公司,06-17,6500.0,5500.0,5.5-6.5千/月,Python开发人员,福建
常州-新北区,新北区,常州,常州英集动力科技有限公司,06-17,11000.0,6000.0,0.6-1.1万/月,101010-Python开发工程师,江苏
合肥,NA,合肥,安徽商信政通信息技术股份有限公司...,06-17,12000.0,8000.0,0.8-1.2万/月,Python开发工程师,安徽
