title,company,address,salery,date,salary_min,salary_max,provence,city,area
嵌入式硬件工程师,珠海康晋电气股份有限公司,珠海,1-2万/月,06-16,10000.0,20000.0,广东省,珠海,
嵌入式硬件工程师（双休+入职五险一金+旅游+体检）,北京华电云通电力技术有限公司,长沙-岳麓区,1-2万/月,06-16,10000.0,20000.0,湖南省,长沙,岳麓区
嵌入式硬件工程师,北京外企人力资源服务青岛有限公司...,青岛,1-1.5万/月,06-16,10000.0,15000.0,山东省,青岛,
嵌入式硬件工程师,霍尼韦尔（中国）有限公司,西安-雁塔区,15-20万/年,06-16,12500.0,16666.0,陕西省,西安,雁塔区
嵌入式硬件工程师,江西飞尚科技有限公司,南昌,0.5-1.5万/月,06-16,5000.0,15000.0,江西省,南昌,
Broncus-嵌入式硬件工程师（蒸汽消融）,堃博生物科技（上海）有限公司,杭州-滨江区,0.7-1.5万/月,06-16,7000.0,15000.0,浙江省,杭州,滨江区
嵌入式硬件工程师,西安聚能仪器有限公司,西安-未央区,0.4-1.2万/月,06-16,4000.0,12000.0,陕西省,西安,未央区
硬件工程师/嵌入式硬件工程师,西安锦威电子科技有限公司,西安-高新技术...,0.8-1.5万/月,06-16,8000.0,15000.0,陕西省,西安,高新技术...
嵌入式硬件工程师,上海朝辉压力仪器有限公司,上海-松江区,0.8-1.5万/月,06-19,8000.0,15000.0,上海市,上海,松江区
嵌入式硬件工程师,广州老店长互联网科技有限公司,广州-番禺区,1-1.5万/月,06-16,10000.0,15000.0,广东省,广州,番禺区
嵌入式硬件工程师,长沙万为机器人有限公司,长沙,1-1.5万/月,06-16,10000.0,15000.0,湖南省,长沙,
